,fighter_name,date_rmean,knock_down_rmean,sig_strike_pct_rmean,takdown_pct_rmean,submission_att_rmean,pass_rmean,rev_rmean,knock_down,sig_strikes,sig_strike_pct,total_strikes,takedown,takdown_pct,submission_att,pass,rev,head,body,leg,distance,clinch,ground,height,weight,reach,stance,DOB,date,Winner,win_by,last_round,Fight_type,0_kd,1_kd,2_kd,3_kd,4_kd,5_kd,0_rev,1_rev,2_rev,3_rev,5_rev,4_rev,Orthodox,Southpaw,,Switch,Open Stance,Sideways,Submission,Decision - Unanimous,TKO - Doctor's Stoppage,KO/TKO,Decision - Split,Decision - Majority,Could Not Continue,DQ,Overturned,Other,1_round(s),3_round(s),2_round(s),5_round(s),4_round(s)
161,Alejandro Perez,2017-08-05,0.0,0.4966666666666666,0.11,0.0,0.3333333333333333,0.0,0,44 of 141,0.31,97 of 195,1 of 6,0.16,0,1,0,22 of 107,6 of 9,16 of 25,38 of 128,3 of 7,3 of 6,"5' 6""",135.0,"67""",Orthodox,"Sep 02, 1989",2017-08-05,Alejandro Perez,Decision - Split,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
162,Alejandro Perez,2017-12-09,0.0,0.45999999999999996,0.16333333333333333,0.0,0.6666666666666666,0.0,0,35 of 97,0.36,38 of 100,0 of 3,0.0,0,0,0,16 of 72,4 of 4,15 of 21,29 of 90,6 of 7,0 of 0,"5' 6""",135.0,"67""",Orthodox,"Sep 02, 1989",2017-12-09,Alejandro Perez,Decision - Unanimous,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
163,Alejandro Perez,2018-04-14,0.0,0.34333333333333327,0.16333333333333333,0.0,0.3333333333333333,0.0,0,44 of 100,0.44,81 of 142,0 of 1,0.0,0,0,0,27 of 79,8 of 8,9 of 13,39 of 92,5 of 8,0 of 0,"5' 6""",135.0,"67""",Orthodox,"Sep 02, 1989",2018-04-14,Alejandro Perez,KO/TKO,2,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
164,Alejandro Perez,2018-07-14,0.0,0.36999999999999994,0.05333333333333332,0.0,0.3333333333333333,0.0,0,53 of 214,0.24,53 of 214,0 of 2,0.0,0,0,0,40 of 197,4 of 7,9 of 10,52 of 212,1 of 2,0 of 0,"5' 6""",135.0,"67""",Orthodox,"Sep 02, 1989",2018-07-14,Alejandro Perez,Decision - Unanimous,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
165,Alejandro Perez,2019-03-02,0.0,0.3466666666666666,0.0,0.0,0.0,0.0,0,41 of 121,0.33,51 of 133,1 of 2,0.5,0,0,0,17 of 87,8 of 13,16 of 21,33 of 108,3 of 8,5 of 5,"5' 6""",135.0,"67""",Orthodox,"Sep 02, 1989",2019-03-02,Cody Stamann,Decision - Unanimous,3,Bantamweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
166,Aleksandar Rakic,2017-09-02,,,,,,,0,46 of 150,0.3,75 of 179,0 of 0,0.0,0,0,0,22 of 114,10 of 16,14 of 20,44 of 144,2 of 6,0 of 0,"6' 4""",205.0,"78""",Orthodox,"Feb 06, 1992",2017-09-02,Aleksandar Rakic,Decision - Unanimous,3,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
167,Aleksandar Rakic,2018-07-22,0.0,0.3,0.0,0.0,0.0,0.0,1,104 of 144,0.72,263 of 317,3 of 4,0.75,0,4,0,88 of 122,5 of 5,11 of 17,24 of 42,2 of 4,78 of 98,"6' 4""",205.0,"78""",Orthodox,"Feb 06, 1992",2018-07-22,Aleksandar Rakic,Decision - Unanimous,3,Light Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
168,Aleksandar Rakic,2018-12-08,0.5,0.51,0.375,0.0,2.0,0.0,1,31 of 45,0.68,33 of 47,0 of 1,0.0,0,0,0,12 of 24,10 of 10,9 of 11,11 of 19,10 of 10,10 of 16,"6' 4""",205.0,"78""",Orthodox,"Feb 06, 1992",2018-12-08,Aleksandar Rakic,KO/TKO,1,Light Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
169,Aleksandar Rakic,2019-06-01,0.6666666666666666,0.5666666666666668,0.25,0.0,1.3333333333333333,0.0,1,2 of 7,0.28,2 of 7,0 of 0,0.0,0,0,0,1 of 5,0 of 0,1 of 2,2 of 7,0 of 0,0 of 0,"6' 4""",205.0,"78""",Orthodox,"Feb 06, 1992",2019-06-01,Aleksandar Rakic,KO/TKO,1,Light Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
170,Aleksei Kunchenko,2018-09-15,,,,,,,0,44 of 153,0.28,56 of 166,1 of 2,0.5,0,0,0,32 of 133,5 of 8,7 of 12,40 of 141,4 of 12,0 of 0,"5' 8""",170.0,"70""",Orthodox,"May 02, 1984",2018-09-15,Aleksei Kunchenko,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
171,Aleksei Kunchenko,2018-12-01,0.0,0.28,0.5,0.0,0.0,0.0,0,72 of 129,0.55,141 of 203,0 of 0,0.0,0,0,0,44 of 94,11 of 15,17 of 20,51 of 105,15 of 16,6 of 8,"5' 8""",170.0,"70""",Orthodox,"May 02, 1984",2018-12-01,Aleksei Kunchenko,Decision - Unanimous,3,Welterweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
172,Aleksei Oleinik,2014-06-28,,,,,,,0,10 of 22,0.45,13 of 26,1 of 4,0.25,1,1,0,6 of 18,4 of 4,0 of 0,7 of 18,3 of 4,0 of 0,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2014-06-28,Aleksei Oleinik,Submission,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
173,Aleksei Oleinik,2014-11-22,0.0,0.45,0.25,1.0,1.0,0.0,1,13 of 21,0.61,38 of 47,0 of 0,0.0,0,0,0,11 of 19,1 of 1,1 of 1,5 of 10,6 of 9,2 of 2,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2014-11-22,Aleksei Oleinik,KO/TKO,1,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
174,Aleksei Oleinik,2016-07-13,0.5,0.53,0.125,0.5,0.5,0.0,0,8 of 28,0.28,60 of 84,4 of 7,0.57,2,5,1,6 of 25,1 of 1,1 of 2,2 of 19,1 of 1,5 of 8,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2016-07-13,Daniel Omielanczuk,Decision - Majority,3,Heavyweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
175,Aleksei Oleinik,2017-01-15,0.3333333333333333,0.4466666666666667,0.2733333333333333,1.0,2.0,0.3333333333333333,0,7 of 15,0.46,11 of 19,0 of 0,0.0,1,0,0,4 of 12,0 of 0,3 of 3,7 of 15,0 of 0,0 of 0,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2017-01-15,Aleksei Oleinik,Submission,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
176,Aleksei Oleinik,2017-07-08,0.3333333333333333,0.45,0.18999999999999997,1.0,1.6666666666666667,0.3333333333333333,1,53 of 85,0.62,132 of 172,3 of 4,0.75,2,3,0,35 of 67,18 of 18,0 of 0,23 of 51,16 of 18,14 of 16,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2017-07-08,Aleksei Oleinik,Submission,2,Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
177,Aleksei Oleinik,2017-11-04,0.3333333333333333,0.4533333333333334,0.43999999999999995,1.6666666666666667,2.6666666666666665,0.3333333333333333,0,34 of 68,0.5,41 of 75,0 of 0,0.0,0,0,0,22 of 53,5 of 7,7 of 8,27 of 57,7 of 11,0 of 0,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2017-11-04,Curtis Blaydes,TKO - Doctor's Stoppage,2,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
178,Aleksei Oleinik,2018-05-12,0.3333333333333333,0.5266666666666667,0.24999999999999997,1.0,1.0,0.0,0,10 of 17,0.58,10 of 17,0 of 3,0.0,1,0,0,6 of 12,2 of 3,2 of 2,10 of 17,0 of 0,0 of 0,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2018-05-12,Aleksei Oleinik,Submission,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
179,Aleksei Oleinik,2018-09-15,0.3333333333333333,0.5666666666666668,0.24999999999999997,1.0,1.0,0.0,0,3 of 26,0.11,3 of 26,1 of 5,0.2,1,1,0,2 of 22,0 of 0,1 of 4,3 of 26,0 of 0,0 of 0,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2018-09-15,Aleksei Oleinik,Submission,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
180,Aleksei Oleinik,2019-04-20,0.0,0.3966666666666668,0.06666666666666665,0.6666666666666666,0.3333333333333333,0.0,0,38 of 58,0.65,78 of 101,0 of 0,0.0,0,0,0,15 of 34,23 of 24,0 of 0,12 of 26,26 of 32,0 of 0,"6' 2""",240.0,"80""",Orthodox,"Jun 20, 1977",2019-04-20,Alistair Overeem,KO/TKO,1,Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
181,Alen Amedovski,2019-04-20,,,,,,,0,6 of 17,0.35,6 of 17,0 of 0,0.0,0,0,1,6 of 17,0 of 0,0 of 0,3 of 12,0 of 0,3 of 5,"5' 10""",185.0,"74""",Orthodox,"Apr 06, 1988",2019-04-20,Krzysztof Jotko,Decision - Unanimous,3,Middleweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
182,Alessandro Ricci,2016-08-27,,,,,,,0,28 of 60,0.46,83 of 118,0 of 2,0.0,0,0,0,7 of 25,16 of 28,5 of 7,13 of 37,15 of 22,0 of 1,"5' 11""",155.0,"69""",Orthodox,"Jul 21, 1982",2016-08-27,Jeremy Kennedy,Decision - Unanimous,3,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
183,Alessandro Ricci,2017-02-19,0.0,0.46,0.0,0.0,0.0,0.0,0,21 of 59,0.35,21 of 59,0 of 0,0.0,0,0,0,12 of 41,3 of 10,6 of 8,21 of 59,0 of 0,0 of 0,"5' 11""",155.0,"69""",Orthodox,"Jul 21, 1982",2017-02-19,Paul Felder,KO/TKO,1,Lightweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
184,Alessio Di Chirico,2016-04-10,,,,,,,0,65 of 148,0.43,78 of 161,2 of 3,0.66,0,1,0,40 of 111,16 of 25,9 of 12,61 of 142,2 of 3,2 of 3,"6' 0""",185.0,"74""",Orthodox,"Dec 12, 1989",2016-04-10,Bojan Velickovic,Decision - Unanimous,3,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
185,Alessio Di Chirico,2016-08-27,0.0,0.43,0.66,0.0,1.0,0.0,1,61 of 136,0.44,114 of 198,2 of 6,0.33,0,4,0,51 of 122,7 of 11,3 of 3,36 of 90,16 of 29,9 of 17,"6' 0""",185.0,"74""",Orthodox,"Dec 12, 1989",2016-08-27,Alessio Di Chirico,Decision - Split,3,Middleweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
186,Alessio Di Chirico,2017-01-28,0.5,0.435,0.495,0.0,2.5,0.0,0,1 of 2,0.5,1 of 2,0 of 0,0.0,0,0,0,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,"6' 0""",185.0,"74""",Orthodox,"Dec 12, 1989",2017-01-28,Eric Spicely,Submission,1,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
187,Alessio Di Chirico,2017-12-16,0.3333333333333333,0.4566666666666667,0.33,0.0,1.6666666666666667,0.0,1,6 of 37,0.16,6 of 37,1 of 1,1.0,0,0,0,4 of 30,1 of 4,1 of 3,3 of 32,3 of 5,0 of 0,"6' 0""",185.0,"74""",Orthodox,"Dec 12, 1989",2017-12-16,Alessio Di Chirico,KO/TKO,2,Middleweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
188,Alessio Di Chirico,2018-07-06,0.6666666666666666,0.3666666666666667,0.44333333333333336,0.0,1.3333333333333333,0.0,0,50 of 116,0.43,55 of 122,4 of 6,0.66,0,2,0,30 of 90,14 of 19,6 of 7,48 of 107,1 of 2,1 of 7,"6' 0""",185.0,"74""",Orthodox,"Dec 12, 1989",2018-07-06,Alessio Di Chirico,Decision - Split,3,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
189,Alessio Sakara,2005-10-07,,,,,,,1,46 of 80,0.57,62 of 98,0 of 0,0.0,0,0,0,44 of 77,2 of 3,0 of 0,9 of 18,4 of 6,33 of 56,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2005-10-07,,Could Not Continue,2,Light Heavyweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
190,Alessio Sakara,2006-02-04,1.0,0.57,0.0,0.0,0.0,0.0,0,70 of 146,0.47,146 of 234,9 of 9,1.0,0,3,0,61 of 136,8 of 9,1 of 1,21 of 42,2 of 2,47 of 102,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2006-02-04,Alessio Sakara,Decision - Unanimous,3,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
191,Alessio Sakara,2006-05-27,0.5,0.52,0.5,0.0,1.5,0.0,0,1 of 3,0.33,4 of 6,0 of 0,0.0,0,0,0,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2006-05-27,Dean Lister,Submission,1,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
192,Alessio Sakara,2006-11-18,0.3333333333333333,0.4566666666666667,0.3333333333333333,0.0,1.0,0.0,0,32 of 58,0.55,33 of 59,0 of 2,0.0,0,0,0,28 of 52,4 of 6,0 of 0,15 of 33,17 of 25,0 of 0,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2006-11-18,Drew McFedries,KO/TKO,1,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
193,Alessio Sakara,2007-04-21,0.0,0.45,0.3333333333333333,0.0,1.0,0.0,0,6 of 23,0.26,6 of 23,0 of 0,0.0,0,0,0,6 of 23,0 of 0,0 of 0,5 of 20,1 of 3,0 of 0,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2007-04-21,Alessio Sakara,KO/TKO,1,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
194,Alessio Sakara,2007-09-08,0.0,0.38000000000000006,0.0,0.0,0.0,0.0,0,1 of 5,0.2,1 of 5,1 of 2,0.5,0,0,0,1 of 5,0 of 0,0 of 0,1 of 5,0 of 0,0 of 0,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2007-09-08,Houston Alexander,KO/TKO,1,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
195,Alessio Sakara,2008-01-19,0.0,0.33666666666666667,0.16666666666666666,0.0,0.0,0.0,0,8 of 10,0.8,10 of 12,0 of 0,0.0,0,0,0,8 of 10,0 of 0,0 of 0,0 of 2,0 of 0,8 of 8,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2008-01-19,Alessio Sakara,KO/TKO,1,Light Heavyweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
196,Alessio Sakara,2008-03-01,0.0,0.42,0.16666666666666666,0.0,0.0,0.0,0,13 of 33,0.39,15 of 36,0 of 0,0.0,0,0,0,12 of 31,1 of 2,0 of 0,6 of 14,7 of 19,0 of 0,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2008-03-01,Chris Leben,KO/TKO,1,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
197,Alessio Sakara,2008-09-17,0.0,0.4633333333333333,0.16666666666666666,0.0,0.0,0.0,1,7 of 10,0.7,7 of 10,0 of 0,0.0,0,0,0,3 of 6,3 of 3,1 of 1,4 of 7,2 of 2,1 of 1,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2008-09-17,Alessio Sakara,KO/TKO,1,Middleweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
198,Alessio Sakara,2009-08-08,0.3333333333333333,0.63,0.0,0.0,0.0,0.0,0,24 of 83,0.28,25 of 84,0 of 0,0.0,0,0,1,18 of 75,6 of 8,0 of 0,22 of 78,0 of 0,2 of 5,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2009-08-08,Alessio Sakara,Decision - Split,3,Middleweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
199,Alessio Sakara,2010-03-21,0.3333333333333333,0.4566666666666666,0.0,0.0,0.0,0.3333333333333333,1,13 of 29,0.44,13 of 29,0 of 0,0.0,0,0,0,7 of 22,4 of 5,2 of 2,12 of 28,0 of 0,1 of 1,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2010-03-21,Alessio Sakara,KO/TKO,1,Middleweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
200,Alessio Sakara,2011-03-03,0.6666666666666666,0.47333333333333333,0.0,0.0,0.0,0.3333333333333333,0,27 of 71,0.38,34 of 79,0 of 0,0.0,0,0,1,11 of 50,11 of 15,5 of 6,20 of 60,5 of 8,2 of 3,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2011-03-03,Chris Weidman,Decision - Unanimous,3,Middleweight Bout,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
201,Alessio Sakara,2012-04-14,0.3333333333333333,0.36666666666666664,0.0,0.0,0.0,0.6666666666666666,0,7 of 14,0.5,13 of 20,0 of 0,0.0,0,0,0,5 of 12,2 of 2,0 of 0,5 of 10,2 of 4,0 of 0,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2012-04-14,Brian Stann,KO/TKO,1,Middleweight Bout,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
202,Alessio Sakara,2012-11-17,0.3333333333333333,0.43999999999999995,0.0,0.0,0.0,0.3333333333333333,1,24 of 34,0.7,24 of 34,0 of 0,0.0,0,0,0,19 of 26,5 of 8,0 of 0,3 of 10,12 of 14,9 of 10,"6' 0""",185.0,"72""",Orthodox,"Sep 02, 1981",2012-11-17,Patrick Cote,DQ,1,Middleweight Bout,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
